"","dateTime8601","instrument","action","station","cast","lat","lon","comment","message.ID","cruise","year","month","day","time","dateTime","date","datetime_decimaldoy","speedlog_waterspeedfwd","speedlog_groundspeedfwd"
"111","2020-07-25 18:31:00+00:00","Bongo Net","recover","L2","B2",41.0291,-70.8699,NA,86,"EN655",2020,7,25,"18:31:00",2020-07-25 18:31:00,"2020-07-25 18:31:00+00:00",206.7715278,1.28,1.28
"112","2020-07-25 22:08:57+00:00","Bongo Net","deploy","L3","B3",40.8478,-70.8811,NA,49,"EN655",2020,7,25,"22:08:57",2020-07-25 22:08:57,"2020-07-25 22:08:00+00:00",206.9222222,1.4,1.4
"113","2020-07-25 22:24:57+00:00","Bongo Net","recover","L3","B3",40.8403,-70.8809,NA,50,"EN655",2020,7,25,"22:24:57",2020-07-25 22:24:57,"2020-07-25 22:24:00+00:00",206.9333333,1.48,1.48
"114","2020-07-26 11:53:57+00:00","Bongo Net","deploy","L4","B7",40.6978,-70.8814,NA,51,"EN655",2020,7,26,"11:53:57",2020-07-26 11:53:57,"2020-07-26 11:53:00+00:00",207.4951389,1.46,1.46
"115","2020-07-26 12:02:57+00:00","Bongo Net","recover","L4","B7",40.6945,-70.8839,NA,52,"EN655",2020,7,26,"12:02:57",2020-07-26 12:02:57,"2020-07-26 12:02:00+00:00",207.5013889,1.69,1.69
"116","2020-07-26 19:41:28+00:00","Bongo Net","deploy","L5","B10",40.5049,-70.8765,NA,62,"EN655",2020,7,26,"19:41:28",2020-07-26 19:39:00,"2020-07-26 19:39:00+00:00",207.81875,1.83,1.83
"117","2020-07-26 19:49:00+00:00","Bongo Net","recover","L5","B10",40.5018,-70.8756,NA,114,"EN655",2020,7,26,"19:49:00",2020-07-26 19:49:00,"2020-07-26 19:49:00+00:00",207.8256944,1.68,1.68
"118","2020-07-27 02:04:00+00:00","Bongo Net","deploy","L7","B11",40.2184,-70.8709,NA,72,"EN655",2020,7,27,"02:04:00",2020-07-27 02:04:00,"2020-07-27 02:04:00+00:00",208.0861111,1.95,1.95
"119","2020-07-27 02:20:00+00:00","Bongo Net","recover","L7","B11",40.2145,-70.8687,NA,73,"EN655",2020,7,27,"02:20:00",2020-07-27 02:20:00,"2020-07-27 02:20:00+00:00",208.0972222,1.71,1.71
"120","2020-07-27 11:13:00+00:00","Bongo Net","deploy","L10","B12",39.932,-70.8875,NA,80,"EN655",2020,7,27,"11:13:00",2020-07-27 11:13:00,"2020-07-27 11:13:00+00:00",208.4673611,1.63,1.63
"121","2020-07-27 11:41:00+00:00","Bongo Net","recover","L10","B12",39.9194,-70.8959,NA,81,"EN655",2020,7,27,"11:41:00",2020-07-27 11:41:00,"2020-07-27 11:41:00+00:00",208.4868056,1.76,1.76
"122","2020-07-27 22:05:00+00:00","Bongo Net","deploy","L9","B15",40.0992,-70.8824,"No samples; hit bottom",98,"EN655",2020,7,27,"22:05:00",2020-07-27 22:05:00,"2020-07-27 22:05:00+00:00",208.9201389,1.83,1.83
"123","2020-07-27 22:25:00+00:00","Bongo Net","recover","L9","B15",40.1009,-70.8729,"No samples; hit bottom",99,"EN655",2020,7,27,"22:25:00",2020-07-27 22:25:00,"2020-07-27 22:25:00+00:00",208.9340278,1.23,1.23
"124","2020-07-28 02:28:00+00:00","Bongo Net","deploy","L6","B16",40.1913,-70.8834,NA,112,"EN655",2020,7,28,"02:28:00",2020-07-28 02:28:00,"2020-07-28 02:28:00+00:00",209.1027778,1.79,1.79
"125","2020-07-28 02:43:00+00:00","Bongo Net","recover","L6","B16",40.1913,-70.8834,NA,113,"EN655",2020,7,28,"02:43:00",2020-07-28 02:38:00,"2020-07-28 02:38:00+00:00",209.1097222,1.24,1.24
"126","2020-10-13 18:33:01+00:00","Bongo Net","deploy","L1","B1",41.2033,-70.8644,NA,25,"EN657",2020,10,13,"18:33:01",2020-10-13 18:33:01,"2020-10-13 18:33:00+00:00",286.7729167,1.43,1.43
"127","2020-10-13 18:38:01+00:00","Bongo Net","recover","L1","B1",41.2034,-70.8621,NA,63,"EN657",2020,10,13,"18:38:01",2020-10-13 18:38:01,"2020-10-13 18:38:00+00:00",286.7763889,0.9,0.9
"128","2020-10-14 00:40:01+00:00","Bongo Net","deploy","L3","B2",40.8553,-70.8755,NA,26,"EN657",2020,10,14,"00:40:01",2020-10-14 00:40:01,"2020-10-14 00:40:00+00:00",287.0277778,1.31,1.31
"129","2020-10-14 00:48:01+00:00","Bongo Net","recover","L3","B2",40.8518,-70.8743,NA,64,"EN657",2020,10,14,"00:48:01",2020-10-14 00:48:01,"2020-10-14 00:48:00+00:00",287.0333333,1.64,1.64
"130","2020-10-14 13:39:00+00:00","Bongo Net","deploy","L2","B5",41.03,-70.8878,NA,69,"EN657",2020,10,14,"13:39:00",2020-10-14 13:39:00,"2020-10-14 13:39:00+00:00",287.56875,1.11,1.11
"131","2020-10-14 13:46:00+00:00","Bongo Net","recover","L2","B5",41.0306,-70.8912,NA,70,"EN657",2020,10,14,"13:46:00",2020-10-14 13:46:00,"2020-10-14 13:46:00+00:00",287.5736111,1.68,1.68
"132","2020-10-14 18:59:45+00:00","Bongo Net","deploy","L4","B6",40.6949,-70.8996,NA,71,"EN657",2020,10,14,"18:59:45",2020-10-14 18:59:45,"2020-10-14 18:59:00+00:00",287.7909722,2.06,2.06
"133","2020-10-14 19:09:00+00:00","Bongo Net","recover","L4","B6",40.6942,-70.9052,NA,72,"EN657",2020,10,14,"19:09:00",2020-10-14 19:09:00,"2020-10-14 19:09:00+00:00",287.7979167,1.86,1.86
"134","2020-10-14 23:50:00+00:00","Bongo Net","deploy","L5","B7",40.514,-70.8883,NA,65,"EN657",2020,10,14,"23:50:00",2020-10-14 23:50:00,"2020-10-14 23:50:00+00:00",287.9930556,1.42,1.42
"135","2020-10-15 00:02:00+00:00","Bongo Net","recover","L5","B7",40.5105,-70.8921,NA,66,"EN657",2020,10,15,"00:02:00",2020-10-15 00:02:00,"2020-10-15 00:02:00+00:00",288.0013889,1.46,1.46
"136","2020-10-15 08:42:00+00:00","Bongo Net","deploy","L10","B9",39.9308,-70.8775,NA,67,"EN657",2020,10,15,"08:42:00",2020-10-15 08:42:00,"2020-10-15 08:42:00+00:00",288.3625,1.7,1.7
"137","2020-10-15 09:09:00+00:00","Bongo Net","recover","L10","B9",39.9204,-70.8732,NA,68,"EN657",2020,10,15,"09:09:00",2020-10-15 09:09:00,"2020-10-15 09:09:00+00:00",288.38125,1.66,1.66
"138","2020-10-15 17:08:00+00:00","Bongo Net","deploy","L11","B12",39.7671,-70.8742,NA,95,"EN657",2020,10,15,"17:08:00",2020-10-15 17:08:00,"2020-10-15 17:08:00+00:00",288.7138889,1.02,1.02
"139","2020-10-15 17:33:00+00:00","Bongo Net","recover","L11","B12",39.7584,-70.8679,NA,96,"EN657",2020,10,15,"17:33:00",2020-10-15 17:33:00,"2020-10-15 17:33:00+00:00",288.73125,1.48,1.48
"140","2020-10-16 10:14:01+00:00","Bongo Net","deploy","L9","B14",40.1009,-70.8804,NA,119,"EN657",2020,10,16,"10:14:01",2020-10-16 10:14:01,"2020-10-16 10:14:00+00:00",289.4263889,0.69,0.69
"141","2020-10-16 10:30:00+00:00","Bongo Net","recover","L9","B14",40.0973,-70.8746,NA,120,"EN657",2020,10,16,"10:30:00",2020-10-16 10:30:00,"2020-10-16 10:30:00+00:00",289.4375,1.4,1.4
"142","2020-10-16 12:15:00+00:00","Bongo Net","deploy","L8","B15",40.128,-70.7654,NA,121,"EN657",2020,10,16,"12:15:00",2020-10-16 12:15:00,"2020-10-16 12:15:00+00:00",289.5104167,1.93,1.93
"143","2020-10-16 12:32:00+00:00","Bongo Net","recover","L8","B15",40.1208,-70.7581,NA,122,"EN657",2020,10,16,"12:32:00",2020-10-16 12:32:00,"2020-10-16 12:32:00+00:00",289.5222222,1.47,1.47
"144","2020-10-17 01:15:00+00:00","Bongo Net","deploy","L6","B17",40.3733,-70.8941,NA,159,"EN657",2020,10,17,"01:15:00",2020-10-17 01:15:00,"2020-10-17 01:15:00+00:00",290.0520833,1.98,1.98
"145","2020-10-17 01:26:00+00:00","Bongo Net","recover","L6","B17",40.3767,-70.8983,NA,160,"EN657",2020,10,17,"01:26:00",2020-10-17 01:26:00,"2020-10-17 01:26:00+00:00",290.0597222,1.11,1.11
"146","2020-10-17 06:18:00+00:00","Bongo Net","deploy","L7","B19",40.2225,-70.8578,NA,161,"EN657",2020,10,17,"06:18:00",2020-10-17 06:18:00,"2020-10-17 06:18:00+00:00",290.2625,1.68,1.68
"147","2020-10-17 06:28:00+00:00","Bongo Net","recover","L7","B19",40.222,-70.8525,NA,162,"EN657",2020,10,17,"06:28:00",2020-10-17 06:28:00,"2020-10-17 06:28:00+00:00",290.2694444,1.79,1.79
"148","2020-10-18 02:07:00+00:00","Bongo Net","deploy","MVCO","B20",41.322,-70.5788,NA,171,"EN657",2020,10,18,"02:07:00",2020-10-18 02:07:00,"2020-10-18 02:07:00+00:00",291.0881944,1.23,1.23
"149","2020-10-18 02:11:00+00:00","Bongo Net","recover","MVCO","B20",41.3212,-70.5803,NA,172,"EN657",2020,10,18,"02:11:00",2020-10-18 02:11:00,"2020-10-18 02:11:00+00:00",291.0909722,1.27,1.27
"150","2021-02-03 19:31:00+00:00","Bongo Net","deploy","L1","B1",41.2022,-70.8788,NA,23,"EN661",2021,2,3,"19:31:00",2021-02-03 19:31:00,"2021-02-03 19:31:00+00:00",33.8131944,1.68,1.68
"151","2021-02-03 19:36:00+00:00","Bongo Net","recover","L1","B1",41.2003,-70.8768,NA,24,"EN661",2021,2,3,"19:36:00",2021-02-03 19:36:00,"2021-02-03 19:36:00+00:00",33.8166667,1.68,1.68
"152","2021-02-04 02:24:00+00:00","Bongo Net","deploy","L2","B2",41.0328,-70.8921,NA,34,"EN661",2021,2,4,"02:24:00",2021-02-04 02:24:00,"2021-02-04 02:24:00+00:00",34.1,1.85,1.85
"153","2021-02-04 02:36:00+00:00","Bongo Net","recover","L2","B2",41.0354,-70.9001,NA,35,"EN661",2021,2,4,"02:36:00",2021-02-04 02:36:00,"2021-02-04 02:36:00+00:00",34.1083333,1.57,1.57
"154","2021-02-04 13:24:00+00:00","Bongo Net","deploy","L4","B5",40.6968,-70.89,NA,46,"EN661",2021,2,4,"13:24:00",2021-02-04 13:24:00,"2021-02-04 13:24:00+00:00",34.5583333,1.56,1.56
"155","2021-02-04 13:42:00+00:00","Bongo Net","recover","L4","B5",40.6983,-70.9009,NA,47,"EN661",2021,2,4,"13:42:00",2021-02-04 13:42:00,"2021-02-04 13:42:00+00:00",34.5708333,1.45,1.45
"156","2021-02-04 16:10:00+00:00","Bongo Net","deploy","L5","B6",40.5146,-70.8933,NA,52,"EN661",2021,2,4,"16:10:00",2021-02-04 16:10:00,"2021-02-04 16:10:00+00:00",34.6736111,1.28,1.28
"157","2021-02-04 16:30:00+00:00","Bongo Net","recover","L5","B6",40.5198,-70.904,NA,53,"EN661",2021,2,4,"16:30:00",2021-02-04 16:30:00,"2021-02-04 16:30:00+00:00",34.6875,1.75,1.75
"158","2021-02-05 01:50:00+00:00","Bongo Net","deploy","L10","B7",39.9396,-70.8898,NA,73,"EN661",2021,2,5,"01:50:00",2021-02-05 01:50:00,"2021-02-05 01:50:00+00:00",35.0763889,1.67,1.67
"159","2021-02-05 02:28:00+00:00","Bongo Net","recover","L10","B7",39.94,-70.9169,NA,75,"EN661",2021,2,5,"02:28:00",2021-02-05 02:28:00,"2021-02-05 02:28:00+00:00",35.1027778,0.85,0.85
"160","2021-02-05 13:55:00+00:00","Bongo Net","deploy","L11","B10",39.7692,-70.8712,NA,98,"EN661",2021,2,5,"13:55:00",2021-02-05 13:55:00,"2021-02-05 13:55:00+00:00",35.5798611,0.87,0.87
"161","2021-02-05 14:33:00+00:00","Bongo Net","recover","L11","B10",39.7574,-70.8677,"The cod end on the 335um mesh net broke as it hit the side of the ship during recovery.",99,"EN661",2021,2,5,"14:33:00",2021-02-05 14:33:00,"2021-02-05 14:33:00+00:00",35.60625,1.65,1.65
"162","2021-02-06 15:36:00+00:00","Bongo Net","deploy","L3","B12",40.8616,-70.8853,NA,128,"EN661",2021,2,6,"15:36:00",2021-02-06 15:36:00,"2021-02-06 15:36:00+00:00",36.65,1.59,1.59
"163","2021-02-06 15:52:00+00:00","Bongo Net","recover","L3","B12",40.8542,-70.8887,NA,130,"EN661",2021,2,6,"15:52:00",2021-02-06 15:52:00,"2021-02-06 15:52:00+00:00",36.6611111,1.51,1.51
"164","2021-02-07 00:59:00+00:00","Bongo Net","deploy","MVCO","B14",41.3157,-70.5789,NA,139,"EN661",2021,2,7,"00:59:00",2021-02-07 00:59:00,"2021-02-07 00:59:00+00:00",37.0409722,1.72,1.72
"165","2021-02-07 01:04:00+00:00","Bongo Net","recover","MVCO","B14",41.3135,-70.579,NA,140,"EN661",2021,2,7,"01:04:00",2021-02-07 01:04:00,"2021-02-07 01:04:00+00:00",37.0444444,1.9,1.9
"166","2021-07-16 18:47:00+00:00","Bongo Net","deploy","L1","B1",41.1898,-70.8795,NA,13,"EN668",2021,7,16,"18:47:00",2021-07-16 18:47:00,"2021-07-16 18:47:00+00:00",196.7826389,1.83,1.83
"167","2021-07-16 18:51:00+00:00","Bongo Net","recover","L1","B1",41.188,-70.8788,NA,14,"EN668",2021,7,16,"18:51:00",2021-07-16 18:51:00,"2021-07-16 18:51:00+00:00",196.7854167,1.3,1.3
"168","2021-07-17 05:02:00+00:00","Bongo Net","deploy","L2","B2",41.0284,-70.8797,NA,26,"EN668",2021,7,17,"05:02:00",2021-07-17 05:02:00,"2021-07-17 05:02:00+00:00",197.2097222,1.81,1.81
"169","2021-07-17 05:21:00+00:00","Bongo Net","recover","L2","B2",41.0208,-70.8799,NA,27,"EN668",2021,7,17,"05:21:00",2021-07-17 05:21:00,"2021-07-17 05:21:00+00:00",197.2229167,1.57,1.57
"170","2021-07-17 13:47:00+00:00","Bongo Net","deploy","L4","B5",40.6909,-70.8762,"start time approximate",39,"EN668",2021,7,17,"13:47:00",2021-07-17 13:47:00,"2021-07-17 13:47:00+00:00",197.5743056,1.8,1.8
"171","2021-07-17 14:12:00+00:00","Bongo Net","recover","L4","B5",40.6773,-70.8705,NA,41,"EN668",2021,7,17,"14:12:00",2021-07-17 14:12:00,"2021-07-17 14:12:00+00:00",197.5916667,1.46,1.46
"172","2021-07-17 22:27:00+00:00","Bongo Net","deploy","L5","B7",40.5145,-70.876,NA,57,"EN668",2021,7,17,"22:27:00",2021-07-17 22:27:00,"2021-07-17 22:27:00+00:00",197.9354167,1.73,1.73
"173","2021-07-17 22:44:00+00:00","Bongo Net","recover","L5","B7",40.5061,-70.8706,NA,58,"EN668",2021,7,17,"22:44:00",2021-07-17 22:44:00,"2021-07-17 22:44:00+00:00",197.9472222,1.95,1.95
"174","2021-07-18 08:24:00+00:00","Bongo Net","deploy","L10","B8",39.909,-70.8957,NA,65,"EN668",2021,7,18,"08:24:00",2021-07-18 08:24:00,"2021-07-18 08:24:00+00:00",198.35,2.72,2.72
"175","2021-07-18 09:01:30+00:00","Bongo Net","recover","L10","B8",39.8887,-70.8887,NA,66,"EN668",2021,7,18,"09:01:30",2021-07-18 09:01:30,"2021-07-18 09:01:00+00:00",198.3756944,1.7,1.7
"176","2021-07-18 17:18:39+00:00","Bongo Net","deploy","L11","B11",39.762,-70.8786,NA,80,"EN668",2021,7,18,"17:18:39",2021-07-18 17:18:39,"2021-07-18 17:18:00+00:00",198.7208333,1.52,1.52
"177","2021-07-18 17:45:42+00:00","Bongo Net","recover","L11","B11",39.751,-70.8795,NA,82,"EN668",2021,7,18,"17:45:42",2021-07-18 17:45:42,"2021-07-18 17:45:00+00:00",198.7395833,1.76,1.76
"178","2021-07-19 14:38:00+00:00","Bongo Net","deploy","L9","B14",40.0957,-70.8737,NA,113,"EN668",2021,7,19,"14:38:00",2021-07-19 14:38:00,"2021-07-19 14:38:00+00:00",199.6097222,1.27,1.27
"179","2021-07-19 14:56:00+00:00","Bongo Net","recover","L9","B14",40.0886,-70.8721,NA,114,"EN668",2021,7,19,"14:56:00",2021-07-19 14:56:00,"2021-07-19 14:56:00+00:00",199.6222222,1.92,1.92
"180","2021-07-19 15:57:00+00:00","Bongo Net","deploy","L8","B15",40.1348,-70.7717,"at surface until 1602 due to software issue",115,"EN668",2021,7,19,"15:57:00",2021-07-19 15:57:00,"2021-07-19 15:57:00+00:00",199.6645833,2.34,2.34
"181","2021-07-19 16:25:00+00:00","Bongo Net","recover","L8","B15",40.1254,-70.761,NA,116,"EN668",2021,7,19,"16:25:00",2021-07-19 16:25:00,"2021-07-19 16:25:00+00:00",199.6840278,1.39,1.39
"182","2021-07-20 07:12:00+00:00","Bongo Net","deploy","L7","B17",40.2074,-70.9354,NA,140,"EN668",2021,7,20,"07:12:00",2021-07-20 07:12:00,"2021-07-20 07:12:00+00:00",200.3,1.66,1.66
"183","2021-07-20 07:32:00+00:00","Bongo Net","recover","L7","B17",40.2047,-70.9485,NA,141,"EN668",2021,7,20,"07:32:00",2021-07-20 07:32:00,"2021-07-20 07:32:00+00:00",200.3138889,2.02,2.02
"184","2021-07-20 10:07:00+00:00","Bongo Net","deploy","L6","B18",40.377,-70.8942,NA,143,"EN668",2021,7,20,"10:07:00",2021-07-20 10:07:00,"2021-07-20 10:07:00+00:00",200.4215278,1.82,1.82
"185","2021-07-20 10:29:00+00:00","Bongo Net","recover","L6","B18",40.3901,-70.889,NA,144,"EN668",2021,7,20,"10:29:00",2021-07-20 10:29:00,"2021-07-20 10:29:00+00:00",200.4368056,1.92,1.92
"186","2021-07-21 03:20:00+00:00","Bongo Net","deploy","L3","B21",40.8571,-70.8802,NA,172,"EN668",2021,7,21,"03:20:00",2021-07-21 03:20:00,"2021-07-21 03:20:00+00:00",201.1388889,1.63,1.63
"187","2021-07-21 03:32:00+00:00","Bongo Net","recover","L3","B21",40.8558,-70.8722,NA,173,"EN668",2021,7,21,"03:32:00",2021-07-21 03:32:00,"2021-07-21 03:32:00+00:00",201.1472222,0.92,0.92
"188","2021-07-21 11:30:00+00:00","Bongo Net","deploy","MVCO","B25",41.3132,-70.5751,NA,201,"EN668",2021,7,21,"11:30:00",2021-07-21 11:30:00,"2021-07-21 11:30:00+00:00",201.4791667,2.1,2.1
"189","2021-07-21 11:36:00+00:00","Bongo Net","recover","MVCO","B25",41.3098,-70.5744,NA,202,"EN668",2021,7,21,"11:36:00",2021-07-21 11:36:00,"2021-07-21 11:36:00+00:00",201.4833333,1.98,1.98
"190","2022-02-16 19:21:00+00:00","Bongo Net","deploy","L1","B1",41.195,-70.883,NA,13,"AT46",2022,2,16,"19:21:00",2022-02-16 19:21:00,"2022-02-16 19:21:17.711000+00:00",NA,2.22,2.28
"191","2022-02-16 19:25:00+00:00","Bongo Net","recover","L1","B1",41.192,-70.882,NA,14,"AT46",2022,2,16,"19:25:00",2022-02-16 19:25:00,"2022-02-16 19:25:17.711000+00:00",NA,1.43,1.88
"192","2022-02-16 19:30:00+00:00","Bongo Net","other","L1","B1",41.19,-70.881,"PlanktonScope (from 20um plankton net)",22,"AT46",2022,2,16,"19:30:00",2022-02-16 19:30:00,"2022-02-16 19:30:17.712000+00:00",NA,6.27,6.61
"193","2022-02-17 03:12:00+00:00","Bongo Net","deploy","L4","B2",40.697,-70.879,"Hit the bottom",23,"AT46",2022,2,17,"03:12:00",2022-02-17 03:12:00,"2022-02-17 03:12:17.742000+00:00",NA,0.69,1.28
"194","2022-02-17 03:24:00+00:00","Bongo Net","recover","L4","B2",40.694,-70.876,NA,24,"AT46",2022,2,17,"03:24:00",2022-02-17 03:24:00,"2022-02-17 03:24:17.743000+00:00",NA,1.46,1.44
"195","2022-02-17 06:10:00+00:00","Bongo Net","deploy","L5","B3",40.512,-70.879,NA,25,"AT46",2022,2,17,"06:10:00",2022-02-17 06:10:00,"2022-02-17 06:10:17.753000+00:00",NA,1.3,1.8
"196","2022-02-17 06:23:00+00:00","Bongo Net","recover","L5","B3",40.507,-70.875,NA,26,"AT46",2022,2,17,"06:23:00",2022-02-17 06:23:00,"2022-02-17 06:23:17.754000+00:00",NA,1.57,2.09
"197","2022-02-17 13:54:00+00:00","Bongo Net","deploy","L6","B6",40.358,-70.88,"samples labeled as B4",30,"AT46",2022,2,17,"13:54:00",2022-02-17 13:54:00,"2022-02-17 13:54:17.782000+00:00",NA,1.59,1.99
"198","2022-02-17 14:15:00+00:00","Bongo Net","recover","L6","B6",40.354,-70.88,"samples labeled as B4; elog submitted after bongo secure",32,"AT46",2022,2,17,"14:15:00",2022-02-17 14:15:00,"2022-02-17 14:15:17.784000+00:00",NA,3.01,2.27
"199","2022-02-17 16:30:00+00:00","Bongo Net","other","L4","B6",40.237,-70.882,"PlanktonScope (from 20um plankton net)",65,"AT46",2022,2,17,"16:30:00",2022-02-17 16:30:00,"2022-02-17 16:30:17.792000+00:00",NA,NA,5.21
"200","2022-02-17 22:43:00+00:00","Bongo Net","deploy","L11","B7",39.771,-70.877,NA,52,"AT46",2022,2,17,"22:43:00",2022-02-17 22:43:00,"2022-02-17 22:43:17.816000+00:00",NA,NA,1.48
"201","2022-02-17 23:14:00+00:00","Bongo Net","recover","L11","B7",39.764,-70.861,NA,54,"AT46",2022,2,17,"23:14:00",2022-02-17 23:14:00,"2022-02-17 23:14:17.817000+00:00",NA,NA,2.03
"202","2022-02-19 00:45:00+00:00","Bongo Net","deploy","L9","B12",40.09,-70.895,NA,91,"AT46",2022,2,19,"00:45:00",2022-02-19 00:45:00,"2022-02-19 00:45:17.914000+00:00",NA,1.05,2.68
"203","2022-02-19 01:06:00+00:00","Bongo Net","recover","L9","B12",40.09,-70.911,NA,92,"AT46",2022,2,19,"01:06:00",2022-02-19 01:06:00,"2022-02-19 01:06:17.915000+00:00",NA,1.21,1.56
"204","2022-02-19 02:16:00+00:00","Bongo Net","deploy","L8","B13",40.137,-70.782,"Forgot TDR; depth estimated with wire angle",120,"AT46",2022,2,19,"02:16:00",2022-02-19 02:16:00,"2022-02-19 02:16:17.919000+00:00",NA,1.53,3.91
"205","2022-02-19 02:34:00+00:00","Bongo Net","recover","L8","B13",40.137,-70.794,NA,121,"AT46",2022,2,19,"02:34:00",2022-02-19 02:34:00,"2022-02-19 02:34:17.920000+00:00",NA,1.87,2.38
"206","2022-02-19 06:36:00+00:00","Bongo Net","deploy","L7","B14",40.224,-70.892,NA,128,"AT46",2022,2,19,"06:36:00",2022-02-19 06:36:00,"2022-02-19 06:36:17.935000+00:00",NA,1.34,1.01
"207","2022-02-19 06:54:00+00:00","Bongo Net","recover","L7","B14",40.225,-70.906,"150 net ripped off and 20 net cod end ripped off at surface. 335 sample OK. Recovery time approximate",129,"AT46",2022,2,19,"06:54:00",2022-02-19 06:54:00,"2022-02-19 06:54:17.937000+00:00",NA,2.63,2.09
"208","2022-02-21 00:27:00+00:00","Bongo Net","deploy","L2","B21",41.026,-70.88,"Tied ends of 150um and 20um; cod end on 335um ",241,"AT46",2022,2,21,"00:27:00",2022-02-21 00:27:00,"2022-02-21 00:27:18.095000+00:00",NA,1.84,1.66
"209","2022-02-21 00:33:00+00:00","Bongo Net","recover","L2","B21",41.024,-70.881,NA,242,"AT46",2022,2,21,"00:33:00",2022-02-21 00:33:00,"2022-02-21 00:33:18.095000+00:00",NA,2.24,2.09
"210","2022-02-21 02:09:00+00:00","Bongo Net","deploy","L3","B22",40.864,-70.883,NA,244,"AT46",2022,2,21,"02:09:00",2022-02-21 02:09:00,"2022-02-21 02:09:18.101000+00:00",NA,1.02,0.87
"211","2022-02-21 02:19:00+00:00","Bongo Net","recover","L3","B22",40.861,-70.883,NA,245,"AT46",2022,2,21,"02:19:00",2022-02-21 02:19:00,"2022-02-21 02:19:18.102000+00:00",NA,0.31,0.4
"212","2022-02-21 12:00:00+00:00","Bongo Net","deploy","MVCO","B23",41.324,-70.564,NA,260,"AT46",2022,2,21,"12:00:00",2022-02-21 12:00:00,"2022-02-21 12:00:18.138000+00:00",NA,1.74,1.31
"213","2022-02-21 12:04:00+00:00","Bongo Net","recover","MVCO","B23",41.323,-70.565,NA,263,"AT46",2022,2,21,"12:04:00",2022-02-21 12:04:00,"2022-02-21 12:04:18.138000+00:00",NA,2.02,1.35
"214","2022-07-29 19:51:25+00:00","Bongo Net","deploy","L1","B1",41.1835,-70.8713,"1st Bongo. After CTD EN687_001.",19,"EN687",2022,7,29,"19:51:25",2022-07-29 19:51:25,"2022-07-29 19:51:00+00:00",209.8270833,1.26,1.26
"215","2022-07-29 19:58:47+00:00","Bongo Net","recover","L1","B1",41.1804,-70.8717,"1st Bongo. After CTD EN687_001.",20,"EN687",2022,7,29,"19:58:47",2022-07-29 19:58:47,"2022-07-29 19:58:00+00:00",209.8319444,1.56,1.56
"216","2022-07-30 03:50:30+00:00","Bongo Net","deploy","L2","B2",41.0291,-70.8842,"2nd Bongo. After CTD EN687_002.",38,"EN687",2022,7,30,"03:50:30",2022-07-30 03:50:30,"2022-07-30 03:50:00+00:00",210.1597222,0.79,0.79
"217","2022-07-30 04:08:00+00:00","Bongo Net","recover","L2","B2",41.0211,-70.8843,"2nd Bongo. After CTD EN687_002.",39,"EN687",2022,7,30,"04:08:00",2022-07-30 04:08:00,"2022-07-30 04:08:00+00:00",210.1722222,1.99,1.99
"218","2022-07-30 12:15:54+00:00","Bongo Net","deploy","L4","B5",40.7065,-70.8874,"3rd Bongo. After CTD EN687_005.",43,"EN687",2022,7,30,"12:15:54",2022-07-30 12:15:54,"2022-07-30 12:15:00+00:00",210.5104167,1.81,1.81
"219","2022-07-30 12:29:00+00:00","Bongo Net","recover","L4","B5",40.7107,-70.8857,"3rd Bongo. After CTD EN687_005.",204,"EN687",2022,7,30,"12:29:00",2022-07-30 12:29:00,"2022-07-30 12:29:00+00:00",210.5201389,1.58,1.58
"220","2022-07-30 14:38:00+00:00","Bongo Net","deploy","L5","B6",40.5201,-70.9002,"4th Bongo. After CTD EN687_006.",49,"EN687",2022,7,30,"14:38:00",2022-07-30 14:38:00,"2022-07-30 14:38:00+00:00",210.6097222,2.16,2.16
"221","2022-07-30 14:53:00+00:00","Bongo Net","recover","L5","B6",40.5257,-70.9064,"4th Bongo. After CTD EN687_006.",205,"EN687",2022,7,30,"14:53:00",2022-07-30 14:53:00,"2022-07-30 14:53:00+00:00",210.6201389,1.62,1.62
"222","2022-07-31 07:25:29+00:00","Bongo Net","deploy","L10","B7",39.9204,-70.9136,"5th Bongo. After CTD EN687_007.",86,"EN687",2022,7,31,"07:25:29",2022-07-31 07:25:29,"2022-07-31 07:25:00+00:00",211.3090278,1.58,1.58
"223","2022-07-31 07:55:01+00:00","Bongo Net","recover","L10","B7",39.9264,-70.9346,"5th Bongo. After CTD EN687_007.",102,"EN687",2022,7,31,"07:55:01",2022-07-31 07:55:01,"2022-07-31 07:55:00+00:00",211.3298611,1.46,1.46
"224","2022-07-31 16:53:19+00:00","Bongo Net","deploy","L11","B10",39.7841,-70.8922,"6th Bongo. After CTD EN687_010.",103,"EN687",2022,7,31,"16:53:19",2022-07-31 16:53:19,"2022-07-31 16:53:00+00:00",211.7034722,1.86,1.86
"225","2022-07-31 17:25:00+00:00","Bongo Net","recover","L11","B10",39.7742,-70.8837,"6th Bongo. After CTD EN687_010.",110,"EN687",2022,7,31,"17:25:00",2022-07-31 17:25:00,"2022-07-31 17:25:00+00:00",211.7256944,1.19,1.19
"226","2022-08-01 08:26:47+00:00","Bongo Net","deploy","L9","B13",40.0925,-70.8756,"7th Bongo. After CTD EN687_013.",139,"EN687",2022,8,1,"08:26:47",2022-08-01 08:26:47,"2022-08-01 08:26:00+00:00",212.3513889,1.93,1.93
