message_id,datetime8601,instrument,action,station,cast,latitude,longitude,comment,cruise,date,year,month,day,time
72,2020-10-14T19:09:00Z,Bongo Net,recover,L4,B6,40.694127,-70.905903,NA,EN657,2020-10-14,2020,10,14,19:09:00
65,2020-10-14T23:50:00Z,Bongo Net,deploy,L5,B7,40.513758,-70.888655,NA,EN657,2020-10-14,2020,10,14,23:50:00
66,2020-10-15T00:02:00Z,Bongo Net,recover,L5,B7,40.510217,-70.892402,NA,EN657,2020-10-15,2020,10,15,00:02:00
67,2020-10-15T08:42:00Z,Bongo Net,deploy,L10,B9,39.930332,-70.877318,NA,EN657,2020-10-15,2020,10,15,08:42:00
68,2020-10-15T09:09:00Z,Bongo Net,recover,L10,B9,39.919985,-70.87298,NA,EN657,2020-10-15,2020,10,15,09:09:00
95,2020-10-15T17:08:00Z,Bongo Net,deploy,L11,B12,39.766982,-70.873925,NA,EN657,2020-10-15,2020,10,15,17:08:00
96,2020-10-15T17:33:00Z,Bongo Net,recover,L11,B12,39.758062,-70.867587,NA,EN657,2020-10-15,2020,10,15,17:33:00
119,2020-10-16T10:14:01Z,Bongo Net,deploy,L9,B14,40.100892,-70.880347,NA,EN657,2020-10-16,2020,10,16,10:14:01
120,2020-10-16T10:30:00Z,Bongo Net,recover,L9,B14,40.097072,-70.874297,NA,EN657,2020-10-16,2020,10,16,10:30:00
121,2020-10-16T12:15:00Z,Bongo Net,deploy,L8,B15,40.127578,-70.764973,NA,EN657,2020-10-16,2020,10,16,12:15:00
122,2020-10-16T12:32:00Z,Bongo Net,recover,L8,B15,40.120367,-70.757672,NA,EN657,2020-10-16,2020,10,16,12:32:00
159,2020-10-17T01:15:00Z,Bongo Net,deploy,L6,B17,40.373693,-70.894517,NA,EN657,2020-10-17,2020,10,17,01:15:00
160,2020-10-17T01:26:00Z,Bongo Net,recover,L6,B17,40.37691,-70.898563,NA,EN657,2020-10-17,2020,10,17,01:26:00
161,2020-10-17T06:18:00Z,Bongo Net,deploy,L7,B19,40.222348,-70.857125,NA,EN657,2020-10-17,2020,10,17,06:18:00
162,2020-10-17T06:28:00Z,Bongo Net,recover,L7,B19,40.221973,-70.85191,NA,EN657,2020-10-17,2020,10,17,06:28:00
171,2020-10-18T02:07:00Z,Bongo Net,deploy,MVCO,B20,41.32175,-70.579233,NA,EN657,2020-10-18,2020,10,18,02:07:00
172,2020-10-18T02:11:00Z,Bongo Net,recover,MVCO,B20,41.321073,-70.580697,NA,EN657,2020-10-18,2020,10,18,02:11:00
23,2021-02-03T19:31:00Z,Bongo Net,deploy,L1,B1,41.201815,-70.878363,NA,EN661,2021-02-03,2021,2,3,19:31:00
24,2021-02-03T19:36:00Z,Bongo Net,recover,L1,B1,41.199947,-70.876368,NA,EN661,2021-02-03,2021,2,3,19:36:00
34,2021-02-04T02:24:00Z,Bongo Net,deploy,L2,B2,41.032967,-70.892822,NA,EN661,2021-02-04,2021,2,4,02:24:00
35,2021-02-04T02:36:00Z,Bongo Net,recover,L2,B2,41.03565,-70.900757,NA,EN661,2021-02-04,2021,2,4,02:36:00
46,2021-02-04T13:24:00Z,Bongo Net,deploy,L4,B5,40.696898,-70.890548,NA,EN661,2021-02-04,2021,2,4,13:24:00
47,2021-02-04T13:42:00Z,Bongo Net,recover,L4,B5,40.6984,-70.901422,NA,EN661,2021-02-04,2021,2,4,13:42:00
52,2021-02-04T16:10:00Z,Bongo Net,deploy,L5,B6,40.514785,-70.893763,NA,EN661,2021-02-04,2021,2,4,16:10:00
53,2021-02-04T16:30:00Z,Bongo Net,recover,L5,B6,40.520067,-70.904605,NA,EN661,2021-02-04,2021,2,4,16:30:00
73,2021-02-05T01:50:00Z,Bongo Net,deploy,L10,B7,39.939547,-70.890708,NA,EN661,2021-02-05,2021,2,5,01:50:00
75,2021-02-05T02:28:00Z,Bongo Net,recover,L10,B7,39.940065,-70.917485,NA,EN661,2021-02-05,2021,2,5,02:28:00
98,2021-02-05T13:55:00Z,Bongo Net,deploy,L11,B10,39.76907,-70.870983,NA,EN661,2021-02-05,2021,2,5,13:55:00
99,2021-02-05T14:33:00Z,Bongo Net,recover,L11,B10,39.757052,-70.867683,The cod end on the 335um mesh net broke as it hit the side of the ship during recovery.,EN661,2021-02-05,2021,2,5,14:33:00
128,2021-02-06T15:36:00Z,Bongo Net,deploy,L3,B12,40.861193,-70.885583,NA,EN661,2021-02-06,2021,2,6,15:36:00
130,2021-02-06T15:52:00Z,Bongo Net,recover,L3,B12,40.853723,-70.888802,NA,EN661,2021-02-06,2021,2,6,15:52:00
139,2021-02-07T00:59:00Z,Bongo Net,deploy,MVCO,B14,41.315255,-70.578883,NA,EN661,2021-02-07,2021,2,7,00:59:00
140,2021-02-07T01:04:00Z,Bongo Net,recover,MVCO,B14,41.312982,-70.579023,NA,EN661,2021-02-07,2021,2,7,01:04:00
13,2021-07-16T18:47:00Z,Bongo Net,deploy,L1,B1,41.188795,-70.879115,NA,EN668,2021-07-16,2021,7,16,18:47:00
14,2021-07-16T18:51:00Z,Bongo Net,recover,L1,B1,41.187185,-70.87864,NA,EN668,2021-07-16,2021,7,16,18:51:00
26,2021-07-17T05:02:00Z,Bongo Net,deploy,L2,B2,41.027428,-70.879697,NA,EN668,2021-07-17,2021,7,17,05:02:00
27,2021-07-17T05:21:00Z,Bongo Net,recover,L2,B2,41.019978,-70.880028,NA,EN668,2021-07-17,2021,7,17,05:21:00
39,2021-07-17T13:47:00Z,Bongo Net,deploy,L4,B5,40.689938,-70.875772,start time approximate,EN668,2021-07-17,2021,7,17,13:47:00
41,2021-07-17T14:12:00Z,Bongo Net,recover,L4,B5,40.676443,-70.870093,NA,EN668,2021-07-17,2021,7,17,14:12:00
57,2021-07-17T22:27:00Z,Bongo Net,deploy,L5,B7,40.513562,-70.875513,NA,EN668,2021-07-17,2021,7,17,22:27:00
58,2021-07-17T22:44:00Z,Bongo Net,recover,L5,B7,40.505108,-70.870083,NA,EN668,2021-07-17,2021,7,17,22:44:00
65,2021-07-18T08:24:00Z,Bongo Net,deploy,L10,B8,39.907617,-70.895102,NA,EN668,2021-07-18,2021,7,18,08:24:00
66,2021-07-18T09:01:30Z,Bongo Net,recover,L10,B8,39.888003,-70.888477,NA,EN668,2021-07-18,2021,7,18,09:01:30
80,2021-07-18T17:18:39Z,Bongo Net,deploy,L11,B11,39.76143,-70.878832,NA,EN668,2021-07-18,2021,7,18,17:18:39
82,2021-07-18T17:45:42Z,Bongo Net,recover,L11,B11,39.750313,-70.879523,NA,EN668,2021-07-18,2021,7,18,17:45:42
113,2021-07-19T14:38:00Z,Bongo Net,deploy,L9,B14,40.095352,-70.872982,NA,EN668,2021-07-19,2021,7,19,14:38:00
114,2021-07-19T14:56:00Z,Bongo Net,recover,L9,B14,40.087455,-70.872302,NA,EN668,2021-07-19,2021,7,19,14:56:00
115,2021-07-19T15:57:00Z,Bongo Net,deploy,L8,B15,40.133902,-70.770672,at surface until 1602 due to software issue,EN668,2021-07-19,2021,7,19,15:57:00
116,2021-07-19T16:25:00Z,Bongo Net,recover,L8,B15,40.124915,-70.760322,NA,EN668,2021-07-19,2021,7,19,16:25:00
140,2021-07-20T07:12:00Z,Bongo Net,deploy,L7,B17,40.207062,-70.936743,NA,EN668,2021-07-20,2021,7,20,07:12:00
141,2021-07-20T07:32:00Z,Bongo Net,recover,L7,B17,40.204395,-70.949907,NA,EN668,2021-07-20,2021,7,20,07:32:00
143,2021-07-20T10:07:00Z,Bongo Net,deploy,L6,B18,40.3781,-70.893863,NA,EN668,2021-07-20,2021,7,20,10:07:00
144,2021-07-20T10:29:00Z,Bongo Net,recover,L6,B18,40.391282,-70.888572,NA,EN668,2021-07-20,2021,7,20,10:29:00
172,2021-07-21T03:20:00Z,Bongo Net,deploy,L3,B21,40.856883,-70.878803,NA,EN668,2021-07-21,2021,7,21,03:20:00
173,2021-07-21T03:32:00Z,Bongo Net,recover,L3,B21,40.855687,-70.871297,NA,EN668,2021-07-21,2021,7,21,03:32:00
201,2021-07-21T11:30:00Z,Bongo Net,deploy,MVCO,B25,41.312038,-70.574978,NA,EN668,2021-07-21,2021,7,21,11:30:00
202,2021-07-21T11:36:00Z,Bongo Net,recover,MVCO,B25,41.308757,-70.57409,NA,EN668,2021-07-21,2021,7,21,11:36:00
96,2021-11-09T00:25:00Z,Ring Net,deploy,L3,R3,40.865053,-70.884048,target depth 51m,AR61B,2021-11-09,2021,11,9,00:25:00
97,2021-11-09T00:29:00Z,Ring Net,recover,L3,R3,40.865294,-70.884208,NA,AR61B,2021-11-09,2021,11,9,00:29:00
98,2021-11-09T04:43:00Z,Ring Net,deploy,L5,R5,40.513194,-70.883496,target depth 53m,AR61B,2021-11-09,2021,11,9,04:43:00
99,2021-11-09T04:55:00Z,Ring Net,recover,L5,R5,40.51318,-70.883497,NA,AR61B,2021-11-09,2021,11,9,04:55:00
NA,2021-11-09T16:49:00Z,Ring Net,deploy,L10,R7,39.94,-70.883,target depth 200m,AR61B,2021-11-09,2021,11,9,16:49:00
101,2021-11-09T17:03:00Z,Ring Net,recover,L10,R7,39.939897,-70.883466,NA,AR61B,2021-11-09,2021,11,9,17:03:00
94,2021-11-10T03:35:00Z,Ring Net,deploy,L11,R9,39.772299,-70.863071,target depth 200m,AR61B,2021-11-10,2021,11,10,03:35:00
95,2021-11-10T03:50:00Z,Ring Net,recover,L11,R9,39.771817,-70.856584,NA,AR61B,2021-11-10,2021,11,10,03:50:00
102,2021-11-10T14:18:00Z,Ring Net,deploy,L9,R11,40.09801,-70.883033,target depth 144m,AR61B,2021-11-10,2021,11,10,14:18:00
103,2021-11-10T14:29:00Z,Ring Net,recover,L9,R11,40.09801,-70.883033,NA,AR61B,2021-11-10,2021,11,10,14:29:00
179,2021-11-11T14:27:00Z,Ring Net,deploy,L6,R18,40.363598,-70.883005,target depth 93m,AR61B,2021-11-11,2021,11,11,14:27:00
180,2021-11-11T14:34:00Z,Ring Net,recover,L6,R18,40.3636,-70.882998,NA,AR61B,2021-11-11,2021,11,11,14:34:00
17,2021-11-26T18:03:00Z,Bongo Net,deploy,L2,B1,41.029127,-70.884557,NA,AR63,2021-11-26,2021,11,26,18:03:00
16,2021-11-26T18:12:53Z,Bongo Net,recover,L2,B1,41.028732,-70.889551,NA,AR63,2021-11-26,2021,11,26,18:12:53
48,2021-11-28T02:20:13Z,Bongo Net,deploy,L7,B7,40.225701,-70.886537,NA,AR63,2021-11-28,2021,11,28,02:20:13
49,2021-11-28T02:36:51Z,Bongo Net,recover,L7,B7,40.22898,-70.89664,NA,AR63,2021-11-28,2021,11,28,02:36:51
54,2021-11-28T06:19:00Z,Bongo Net,deploy,L4,B8,40.696569,-70.88303,5 min at surface while ship came up to speed,AR63,2021-11-28,2021,11,28,06:19:00
53,2021-11-28T06:34:00Z,Bongo Net,recover,L4,B8,40.696341,-70.884847,dolphins and gulls wire angle 25 @bottom,AR63,2021-11-28,2021,11,28,06:34:00
13,2022-02-16T19:21:00Z,Bongo Net,deploy,L1,B1,41.194213,-70.882731,NA,AT46,2022-02-16,2022,2,16,19:21:00
14,2022-02-16T19:25:00Z,Bongo Net,recover,L1,B1,41.192158,-70.882125,NA,AT46,2022-02-16,2022,2,16,19:25:00
22,2022-02-16T19:30:00Z,Bongo Net,other,L1,B1,41.188753,-70.881182,PlanktonScope (from 20um plankton net),AT46,2022-02-16,2022,2,16,19:30:00
23,2022-02-17T03:12:00Z,Bongo Net,deploy,L4,B2,40.696641,-70.879305,Hit the bottom,AT46,2022-02-17,2022,2,17,03:12:00
24,2022-02-17T03:24:00Z,Bongo Net,recover,L4,B2,40.694174,-70.875801,NA,AT46,2022-02-17,2022,2,17,03:24:00
25,2022-02-17T06:10:00Z,Bongo Net,deploy,L5,B3,40.511398,-70.878749,NA,AT46,2022-02-17,2022,2,17,06:10:00
26,2022-02-17T06:23:00Z,Bongo Net,recover,L5,B3,40.506314,-70.874638,NA,AT46,2022-02-17,2022,2,17,06:23:00
30,2022-02-17T13:54:00Z,Bongo Net,deploy,L6,B6,40.35721,-70.879894,samples labeled as B4,AT46,2022-02-17,2022,2,17,13:54:00
32,2022-02-17T14:15:00Z,Bongo Net,recover,L6,B6,40.354294,-70.881337,samples labeled as B4; elog submitted after bongo secure,AT46,2022-02-17,2022,2,17,14:15:00
65,2022-02-17T16:30:00Z,Bongo Net,other,L4,B6,40.235925,-70.882356,PlanktonScope (from 20um plankton net),AT46,2022-02-17,2022,2,17,16:30:00
52,2022-02-17T22:43:00Z,Bongo Net,deploy,L11,B7,39.77104,-70.876575,NA,AT46,2022-02-17,2022,2,17,22:43:00
54,2022-02-17T23:14:00Z,Bongo Net,recover,L11,B7,39.763926,-70.860976,NA,AT46,2022-02-17,2022,2,17,23:14:00
91,2022-02-19T00:45:00Z,Bongo Net,deploy,L9,B12,40.090247,-70.89551,NA,AT46,2022-02-19,2022,2,19,00:45:00
92,2022-02-19T01:06:00Z,Bongo Net,recover,L9,B12,40.089521,-70.911851,NA,AT46,2022-02-19,2022,2,19,01:06:00
120,2022-02-19T02:16:00Z,Bongo Net,deploy,L8,B13,40.136878,-70.782766,Forgot TDR; depth estimated with wire angle,AT46,2022-02-19,2022,2,19,02:16:00
121,2022-02-19T02:34:00Z,Bongo Net,recover,L8,B13,40.136933,-70.794505,NA,AT46,2022-02-19,2022,2,19,02:34:00
128,2022-02-19T06:36:00Z,Bongo Net,deploy,L7,B14,40.223584,-70.892616,NA,AT46,2022-02-19,2022,2,19,06:36:00
129,2022-02-19T06:54:00Z,Bongo Net,recover,L7,B14,40.225079,-70.907131,150 net ripped off and 20 net cod end ripped off at surface. 335 sample OK. Recovery time approximate,AT46,2022-02-19,2022,2,19,06:54:00
241,2022-02-21T00:27:00Z,Bongo Net,deploy,L2,B21,41.025493,-70.8798,Tied ends of 150um and 20um; cod end on 335um,AT46,2022-02-21,2022,2,21,00:27:00
242,2022-02-21T00:33:00Z,Bongo Net,recover,L2,B21,41.023304,-70.881068,NA,AT46,2022-02-21,2022,2,21,00:33:00
244,2022-02-21T02:09:00Z,Bongo Net,deploy,L3,B22,40.86427,-70.88262,NA,AT46,2022-02-21,2022,2,21,02:09:00
245,2022-02-21T02:19:00Z,Bongo Net,recover,L3,B22,40.860957,-70.883165,NA,AT46,2022-02-21,2022,2,21,02:19:00
260,2022-02-21T12:00:00Z,Bongo Net,deploy,MVCO,B23,41.323923,-70.563878,NA,AT46,2022-02-21,2022,2,21,12:00:00
263,2022-02-21T12:04:00Z,Bongo Net,recover,MVCO,B23,41.322302,-70.564898,NA,AT46,2022-02-21,2022,2,21,12:04:00
16,2022-07-13T20:48:06Z,Ring Net,other,NA,R1,40.961683,-70.879583,test 1-m 200-um,EN685,2022-07-13,2022,7,13,20:48:06
19,2022-07-14T03:12:06Z,Ring Net,deploy,L9,R2,40.0945,-70.88055,1-m 200-um abundance,EN685,2022-07-14,2022,7,14,03:12:06
20,2022-07-14T03:25:08Z,Ring Net,recover,L9,R2,40.0893,-70.878467,first ringnet for abundance,EN685,2022-07-14,2022,7,14,03:25:08
23,2022-07-14T04:33:01Z,Ring Net,deploy,L9,R3,40.101317,-70.8831,1-m 200-um live,EN685,2022-07-14,2022,7,14,04:33:01
24,2022-07-14T04:43:37Z,Ring Net,deploy,L9,R4,40.102233,-70.87925,1-m 200-um live,EN685,2022-07-14,2022,7,14,04:43:37
41,2022-07-14T14:36:15Z,Ring Net,deploy,L9,R5,40.0961,-70.8929,1-m 200-um abundance,EN685,2022-07-14,2022,7,14,14:36:15
42,2022-07-14T14:51:08Z,Ring Net,recover,L9,R6,40.094517,-70.88675,NA,EN685,2022-07-14,2022,7,14,14:51:08
45,2022-07-14T16:09:34Z,Ring Net,deploy,L9,R6,40.09335,-70.890117,1-m 200-um live,EN685,2022-07-14,2022,7,14,16:09:34
46,2022-07-14T16:42:01Z,Ring Net,deploy,L9,R7,40.097867,-70.8855,1-m 200-um live,EN685,2022-07-14,2022,7,14,16:42:01
47,2022-07-14T16:50:44Z,Ring Net,deploy,L9,R8,40.095733,-70.884933,1-m 200-um live,EN685,2022-07-14,2022,7,14,16:50:44
48,2022-07-14T17:01:47Z,Ring Net,deploy,L9,R9,40.093117,-70.884867,1-m 200-um live,EN685,2022-07-14,2022,7,14,17:01:47
56,2022-07-15T02:05:43Z,Ring Net,deploy,L2,R10,41.023783,-70.8819,1-m 200-um abundance,EN685,2022-07-15,2022,7,15,02:05:43
59,2022-07-15T03:41:07Z,Ring Net,deploy,L2,R11,41.024217,-70.881233,1-m 500-um live,EN685,2022-07-15,2022,7,15,03:41:07
90,2022-07-15T14:06:45Z,Ring Net,deploy,L2,R12,41.032433,-70.889717,1-m 200-um abundance,EN685,2022-07-15,2022,7,15,14:06:45
98,2022-07-15T16:07:52Z,Ring Net,deploy,L2,R13,41.030567,-70.88475,1-m 500-um live,EN685,2022-07-15,2022,7,15,16:07:52
107,2022-07-15T20:34:14Z,Ring Net,deploy,L4,R14,40.704567,-70.87715,1-m 200-um abundance,EN685,2022-07-15,2022,7,15,20:34:14
108,2022-07-16T02:06:44Z,Ring Net,deploy,L4,R15,40.693483,-70.876767,1-m 200-um abundance,EN685,2022-07-16,2022,7,16,02:06:44
111,2022-07-16T03:39:16Z,Ring Net,deploy,L4,R16,40.698283000000004,-70.882917,1-m 500-um live,EN685,2022-07-16,2022,7,16,03:39:16
113,2022-07-16T03:56:20Z,Ring Net,deploy,L4,R17,40.6996,-70.873467,1-m 500-um live,EN685,2022-07-16,2022,7,16,03:56:20
114,2022-07-16T04:47:18Z,Ring Net,deploy,L4,R18,40.696467,-70.88125,1-m 200-um live,EN685,2022-07-16,2022,7,16,04:47:18
128,2022-07-16T16:27:34Z,Ring Net,deploy,L4,R19,40.697167,-70.883817,1-m 200-um abundance,EN685,2022-07-16,2022,7,16,16:27:34
130,2022-07-16T17:55:30Z,Ring Net,deploy,L4,R20,40.697667,-70.883417,1-m 500-um live,EN685,2022-07-16,2022,7,16,17:55:30
131,2022-07-16T18:15:36Z,Ring Net,abort,L4,R21,40.703517,-70.8747,1-m 500-um live,EN685,2022-07-16,2022,7,16,18:15:36
132,2022-07-16T18:18:08Z,Ring Net,deploy,L4,R21,40.70415,-70.87385,1-m 500-um live,EN685,2022-07-16,2022,7,16,18:18:08
133,2022-07-16T18:32:56Z,Ring Net,deploy,L4,R22,40.7083,-70.868883,1-m 500-um live,EN685,2022-07-16,2022,7,16,18:32:56
134,2022-07-16T19:18:48Z,Ring Net,deploy,L4,R23,40.695967,-70.88405,1m 200-um live tow,EN685,2022-07-16,2022,7,16,19:18:48
141,2022-07-17T01:39:10Z,Ring Net,deploy,L6,R24,40.363867,-70.895533,1-m 500-um surface live,EN685,2022-07-17,2022,7,17,01:39:10
142,2022-07-17T02:04:17Z,Ring Net,deploy,L6,R25,40.3688,-70.898533,1-m 500-um surface live,EN685,2022-07-17,2022,7,17,02:04:17
144,2022-07-17T04:03:00Z,Ring Net,deploy,L7,R26,40.22785,-70.880583,1-m 200-um abundance,EN685,2022-07-17,2022,7,17,04:03:00
147,2022-07-17T04:20:37Z,Ring Net,deploy,L7,R27,40.228267,-70.874483,1-m 500-um surface live,EN685,2022-07-17,2022,7,17,04:20:37
148,2022-07-17T04:24:35Z,Ring Net,deploy,L7,R28,40.228467,-70.8739,1-m 500-um surface live,EN685,2022-07-17,2022,7,17,04:24:35
149,2022-07-17T04:34:47Z,Ring Net,deploy,L7,R29,40.229,-70.8719,1-m 500-um surface live,EN685,2022-07-17,2022,7,17,04:34:47
166,2022-07-17T17:23:44Z,Ring Net,deploy,L10,R30,39.944767,-70.8792,drift net for salps,EN685,2022-07-17,2022,7,17,17:23:44
169,2022-07-17T17:47:06Z,Ring Net,deploy,L10,R31,39.945933,-70.874433,drift net for salps,EN685,2022-07-17,2022,7,17,17:47:06
174,2022-07-17T22:35:53Z,Ring Net,deploy,L9,R33,40.22535,-70.87705,drift net for salps,EN685,2022-07-17,2022,7,17,22:35:53
175,2022-07-17T22:56:07Z,Ring Net,deploy,L9,R34,40.222383,-70.879567,drift net for salps,EN685,2022-07-17,2022,7,17,22:56:07
176,2022-07-17T23:07:28Z,Ring Net,deploy,L9,R35,40.221783,-70.88085,drift net for salps,EN685,2022-07-17,2022,7,17,23:07:28
19,2022-07-29T19:51:25Z,Bongo Net,deploy,L1,B1,41.1833,-70.871317,1st Bongo. After CTD EN687_001.,EN687,2022-07-29,2022,7,29,19:51:25
20,2022-07-29T19:58:47Z,Bongo Net,recover,L1,B1,41.180117,-70.871683,1st Bongo. After CTD EN687_001.,EN687,2022-07-29,2022,7,29,19:58:47
38,2022-07-30T03:50:30Z,Bongo Net,deploy,L2,B2,41.029067,-70.884167,2nd Bongo. After CTD EN687_002.,EN687,2022-07-30,2022,7,30,03:50:30
39,2022-07-30T04:08:00Z,Bongo Net,recover,L2,B2,41.020433,-70.884317,2nd Bongo. After CTD EN687_002.,EN687,2022-07-30,2022,7,30,04:08:00
43,2022-07-30T12:15:54Z,Bongo Net,deploy,L4,B5,40.7069,-70.887767,3rd Bongo. After CTD EN687_005.,EN687,2022-07-30,2022,7,30,12:15:54
204,2022-07-30T12:29:00Z,Bongo Net,recover,L4,B5,40.710533,-70.88525,3rd Bongo. After CTD EN687_005.,EN687,2022-07-30,2022,7,30,12:29:00
49,2022-07-30T14:38:00Z,Bongo Net,deploy,L5,B6,40.52055,-70.900933,4th Bongo. After CTD EN687_006.,EN687,2022-07-30,2022,7,30,14:38:00
205,2022-07-30T14:53:00Z,Bongo Net,recover,L5,B6,40.526167,-70.906183,4th Bongo. After CTD EN687_006.,EN687,2022-07-30,2022,7,30,14:53:00
86,2022-07-31T07:25:29Z,Bongo Net,deploy,L10,B7,39.920483,-70.913983,5th Bongo. After CTD EN687_007.,EN687,2022-07-31,2022,7,31,07:25:29
102,2022-07-31T07:55:01Z,Bongo Net,recover,L10,B7,39.926433,-70.934717,5th Bongo. After CTD EN687_007.,EN687,2022-07-31,2022,7,31,07:55:01
103,2022-07-31T16:53:19Z,Bongo Net,deploy,L11,B10,39.783967,-70.892183,6th Bongo. After CTD EN687_010.,EN687,2022-07-31,2022,7,31,16:53:19
110,2022-07-31T17:25:00Z,Bongo Net,recover,L11,B10,39.774133,-70.8836,6th Bongo. After CTD EN687_010.,EN687,2022-07-31,2022,7,31,17:25:00
139,2022-08-01T08:26:47Z,Bongo Net,deploy,L9,B13,40.092383,-70.874983,7th Bongo. After CTD EN687_013.,EN687,2022-08-01,2022,8,1,08:26:47
142,2022-08-01T08:41:09Z,Bongo Net,recover,L9,B13,40.090733,-70.8654,7th Bongo. After CTD EN687_013.,EN687,2022-08-01,2022,8,1,08:41:09
150,2022-08-01T13:59:37Z,Bongo Net,deploy,L8,B16,40.14725,-70.774867,8th Bongo. After CTD EN687_016.,EN687,2022-08-01,2022,8,1,13:59:37
155,2022-08-01T14:14:45Z,Bongo Net,recover,L8,B16,40.152333,-70.777,8th Bongo. After CTD EN687_016. Hit bottom. Processed as usual.,EN687,2022-08-01,2022,8,1,14:14:45
162,2022-08-02T03:59:31Z,Bongo Net,deploy,L6,B18,40.35605,-70.8748,9th Bongo. After CTD EN687_018.,EN687,2022-08-02,2022,8,2,03:59:31
163,2022-08-02T04:13:29Z,Bongo Net,recover,L6,B18,40.349633,-70.877267,9th Bongo. After CTD EN687_018.,EN687,2022-08-02,2022,8,2,04:13:29
172,2022-08-02T11:35:47Z,Bongo Net,deploy,L7,B21,40.227383,-70.869233,10th Bongo. After CTD EN687_021.,EN687,2022-08-02,2022,8,2,11:35:47
176,2022-08-02T11:49:18Z,Bongo Net,recover,L7,B21,40.226767,-70.862467,10th Bongo. After CTD EN687_021.,EN687,2022-08-02,2022,8,2,11:49:18
197,2022-08-02T21:42:11Z,Bongo Net,deploy,L3,B22,40.8578,-70.871067,11th Bongo. After CTD EN687_022.,EN687,2022-08-02,2022,8,2,21:42:11
200,2022-08-02T21:48:29Z,Bongo Net,recover,L3,B22,40.854883,-70.869583,11th Bongo. After CTD EN687_022.,EN687,2022-08-02,2022,8,2,21:48:29
240,2022-08-03T08:16:33Z,Bongo Net,deploy,MVCO,B26,41.316667,-70.57715,12th Bongo. After CTD EN687_026.,EN687,2022-08-03,2022,8,3,08:16:33
241,2022-08-03T08:19:33Z,Bongo Net,recover,MVCO,B26,41.31555,-70.5786,12th Bongo. After CTD EN687_026.,EN687,2022-08-03,2022,8,3,08:19:33
19,2023-01-11T20:35:44Z,Bongo Net,deploy,L1,B1,41.194767,-70.884133,NA,EN695,2023-01-11,2023,1,11,20:35:44
158,2023-01-11T20:42:27Z,Bongo Net,recover,L1,B1,41.191733,-70.883983,NA,EN695,2023-01-11,2023,1,11,20:42:27
28,2023-01-12T04:04:56Z,Bongo Net,deploy,L6,B2,40.372517,-70.8879,NA,EN695,2023-01-12,2023,1,12,04:04:56
159,2023-01-12T04:22:00Z,Bongo Net,recover,L6,B2,40.360517,-70.883367,NA,EN695,2023-01-12,2023,1,12,04:22:00
36,2023-01-12T07:33:54Z,Bongo Net,deploy,L9,B3,40.050083,-70.879033,NA,EN695,2023-01-12,2023,1,12,07:33:54
160,2023-01-12T07:46:12Z,Bongo Net,recover,L9,B3,40.045783,-70.880267,NA,EN695,2023-01-12,2023,1,12,07:46:12
40,2023-01-12T10:20:16Z,Bongo Net,deploy,L10,B4,39.944067,-70.8827,NA,EN695,2023-01-12,2023,1,12,10:20:16
161,2023-01-12T10:35:30Z,Bongo Net,recover,L10,B4,39.9506,-70.885183,NA,EN695,2023-01-12,2023,1,12,10:35:30
44,2023-01-12T13:12:01Z,Bongo Net,deploy,L11,B5,39.784817,-70.882883,NA,EN695,2023-01-12,2023,1,12,13:12:01
162,2023-01-12T13:16:06Z,Bongo Net,recover,L11,B5,39.784983,-70.881367,NA,EN695,2023-01-12,2023,1,12,13:16:06
56,2023-01-12T20:59:57Z,Bongo Net,deploy,L8,B6,40.151167,-70.868717,NA,EN695,2023-01-12,2023,1,12,20:59:57
163,2023-01-12T21:14:58Z,Bongo Net,recover,L8,B6,40.14925,-70.859717,NA,EN695,2023-01-12,2023,1,12,21:14:58
60,2023-01-12T23:19:52Z,Bongo Net,deploy,L7,B7,40.259133,-70.873283,NA,EN695,2023-01-12,2023,1,12,23:19:52
164,2023-01-12T23:27:47Z,Bongo Net,recover,L7,B7,40.258533,-70.87005,NA,EN695,2023-01-12,2023,1,12,23:27:47
65,2023-01-13T02:22:47Z,Bongo Net,deploy,L5,B8,40.512783,-70.884033,NA,EN695,2023-01-13,2023,1,13,02:22:47
165,2023-01-13T02:31:31Z,Bongo Net,recover,L5,B8,40.51215,-70.881467,NA,EN695,2023-01-13,2023,1,13,02:31:31
67,2023-01-13T04:44:21Z,Bongo Net,deploy,L4,B9,40.695517,-70.879967,NA,EN695,2023-01-13,2023,1,13,04:44:21
166,2023-01-13T04:49:13Z,Bongo Net,recover,L4,B9,40.694217,-70.87815,TDR not started before deployment,EN695,2023-01-13,2023,1,13,04:49:13
76,2023-01-13T07:25:00Z,Bongo Net,deploy,L3,B10,40.8608,-70.878617,NA,EN695,2023-01-13,2023,1,13,07:25:00
167,2023-01-13T07:29:44Z,Bongo Net,recover,L3,B10,40.85945,-70.8778,NA,EN695,2023-01-13,2023,1,13,07:29:44
92,2023-01-13T10:46:29Z,Bongo Net,deploy,L2,B11,41.014267,-70.882333,NA,EN695,2023-01-13,2023,1,13,10:46:29
168,2023-01-13T10:51:10Z,Bongo Net,recover,L2,B11,41.0129,-70.883883,NA,EN695,2023-01-13,2023,1,13,10:51:10
121,2023-01-14T21:08:06Z,Bongo Net,deploy,MVCO,B16,41.30555,-70.583333,NA,EN695,2023-01-14,2023,1,14,21:08:06
